,Index,TimeStamp(s),Description,EventCategory,InfoCategory,ImpactsResource,Component,Layer,Member,Resource
1114,156453,55980.006895,Event_Set_Color,Information,UIEvent,True,WorkflowImagingModes,Applications,Color,ActiveMode
1115,156578,55980.297526,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1116,156690,55980.565337,Event_Set_Color,Information,UIEvent,True,WorkflowImagingModes,Applications,Color,ActiveMode
1117,156787,55980.845899,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1118,156857,55980.86963,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1119,156905,56040.128377,Event_SetImagingPage_Measurement,Information,UIEvent,True,WorkflowArbitrations,Applications,Measurement,ActivePage
1120,156938,56040.152392,Event_Set_RaPressure,Information,UIEvent,True,ImagingAppDisplay,Applications,RaPressure,MeasToolsAvailability
1121,157037,56040.266335,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1122,157076,56040.291251,Event_End_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EndMeasurement,MeasToolsActiveState
1123,157122,56040.396662,Event_Set_RaPressure,Information,UIEvent,True,ImagingAppDisplay,Applications,RaPressure,MeasToolsAvailability
1124,157215,56040.498657,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1125,157250,56040.523961,Event_Cancel_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,CancelMeasurement,MeasToolsActiveState
1126,157283,56040.551391,Event_Erase_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EraseMeasurement,MeasToolsActiveState
1127,157317,56040.600543,Event_Set_RaPressure,Information,UIEvent,True,ImagingAppDisplay,Applications,RaPressure,MeasToolsAvailability
1128,157370,56040.71295,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1129,157510,56100.007167,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1130,157562,56100.238877,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1131,157625,56100.48007,Event_Set_Color,Information,UIEvent,True,WorkflowImagingModes,Applications,Color,ActiveMode
1132,157725,56100.756395,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1133,157795,56100.783807,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1134,157843,56160.048517,Event_SetImagingPage_Measurement,Information,UIEvent,True,WorkflowArbitrations,Applications,Measurement,ActivePage
1135,157876,56160.073191,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1136,157971,56160.25593,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1137,158006,56160.280654,Event_End_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EndMeasurement,MeasToolsActiveState
1138,158052,56160.371413,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1139,158145,56160.570065,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1140,158180,56160.598075,Event_Cancel_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,CancelMeasurement,MeasToolsActiveState
1141,158213,56160.625611,Event_Erase_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EraseMeasurement,MeasToolsActiveState
1142,158247,56160.649721,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1143,158300,56160.787689,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1144,158434,56220.079064,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1145,158486,56220.310043,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1146,158549,56220.550241,Event_Set_Color,Information,UIEvent,True,WorkflowImagingModes,Applications,Color,ActiveMode
1147,158649,56220.829101,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1148,158719,56220.851969,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1149,158767,56280.114692,Event_SetImagingPage_Measurement,Information,UIEvent,True,WorkflowArbitrations,Applications,Measurement,ActivePage
1150,158800,56280.137239,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1151,158895,56280.32124,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1152,158930,56280.344886,Event_End_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EndMeasurement,MeasToolsActiveState
1153,158976,56280.435624,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1154,159069,56280.649373,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1155,159104,56280.673405,Event_Cancel_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,CancelMeasurement,MeasToolsActiveState
1156,159148,56280.705915,Event_Acquire2,Information,UIEvent,True,Im,Applications,Acquire2,ImageAcquire
1157,159200,56280.946253,Event_Acquire2,Information,UIEvent,True,Im,Applications,Acquire2,ImageAcquire
1158,159241,56340.175631,Event_Set_GridView,Information,UIEvent,True,Workflow,Applications,GridView,UserWorkflowControls
1159,159288,56340.209751,Event_SetThumbnailForReview,Information,UIEvent,True,Im,Applications,SetThumbnailForReview,ThumbnailOperations
1160,159452,56340.32583,Event_Set_GridView,Information,UIEvent,True,Workflow,Applications,GridView,UserWorkflowControls
1161,159481,56340.388181,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1162,159539,56340.630667,Event_Do_EndExam,Information,UIEvent,True,StudyManagement,Applications,EndExamState,EndExam
1163,159554,56340.704042,Event_Confirm_EndExam,Information,UIEvent,True,StudyManagement,Applications,ConfirmEndExam,DialogEventsData
1164,159577,56340.735729,Event_Save_DefaultStudy,Information,UIEvent,True,StudyManagement,Applications,SaveAndStartNewExam,DialogEventsData
1165,159622,56340.804881,Event_Set_PatientDataEntry,Information,UIEvent,True,Workflow,Applications,Patient,UserWorkflowControls
1166,159623,56340.815009,TSP activated,Information,TspUsage,False,NA,NA,NA,NA
1167,159775,56340.918792,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1168,159901,56400.182292,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1169,159971,56400.201602,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1170,160018,56400.432287,Event_SetImagingPage_Measurement,Information,UIEvent,True,WorkflowArbitrations,Applications,Measurement,ActivePage
1171,160051,56400.45516,Event_Set_RaPressure,Information,UIEvent,True,ImagingAppDisplay,Applications,RaPressure,MeasToolsAvailability
1172,160150,56400.5915,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1173,160189,56400.620843,Event_End_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EndMeasurement,MeasToolsActiveState
1174,160272,56400.783535,Event_Set_RaPressure,Information,UIEvent,True,ImagingAppDisplay,Applications,RaPressure,MeasToolsAvailability
1175,160365,56400.873296,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1176,160400,56400.899463,Event_Cancel_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,CancelMeasurement,MeasToolsActiveState
1177,160433,56400.928542,Event_Erase_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EraseMeasurement,MeasToolsActiveState
1178,160467,56400.951376,Event_Set_RaPressure,Information,UIEvent,True,ImagingAppDisplay,Applications,RaPressure,MeasToolsAvailability
1179,160520,56460.093659,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1180,160654,56460.38762,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1181,160706,56460.622678,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1182,160769,56460.864632,Event_Set_Color,Information,UIEvent,True,WorkflowImagingModes,Applications,Color,ActiveMode
1183,160869,56520.140937,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1184,160939,56520.164141,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1185,160987,56520.404658,Event_SetImagingPage_Measurement,Information,UIEvent,True,WorkflowArbitrations,Applications,Measurement,ActivePage
1186,161020,56520.428007,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1187,161115,56520.637078,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1188,161150,56520.661187,Event_End_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EndMeasurement,MeasToolsActiveState
1189,161206,56520.751551,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1190,161299,56580.003326,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1191,161334,56580.029028,Event_Cancel_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,CancelMeasurement,MeasToolsActiveState
1192,161367,56580.05646,Event_Erase_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EraseMeasurement,MeasToolsActiveState
1193,161401,56580.081894,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1194,161454,56580.230985,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1195,161588,56580.52268,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1196,161640,56580.764498,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1197,161703,56640.004922,Event_Set_Color,Information,UIEvent,True,WorkflowImagingModes,Applications,Color,ActiveMode
1198,161803,56640.281443,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1199,161873,56640.304611,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1200,161920,56640.537338,Event_SetImagingPage_Measurement,Information,UIEvent,True,WorkflowArbitrations,Applications,Measurement,ActivePage
1201,161953,56640.572815,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1202,162048,56640.781074,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1203,162083,56640.804932,Event_End_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EndMeasurement,MeasToolsActiveState
1204,162126,56640.863938,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1205,162219,56700.108861,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1206,162254,56700.134761,Event_Cancel_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,CancelMeasurement,MeasToolsActiveState
1207,162298,56700.168768,Event_Acquire2,Information,UIEvent,True,Im,Applications,Acquire2,ImageAcquire
1208,162400,56700.406863,Event_Acquire2,Information,UIEvent,True,Im,Applications,Acquire2,ImageAcquire
1209,162441,56700.642082,Event_Set_GridView,Information,UIEvent,True,Workflow,Applications,GridView,UserWorkflowControls
1210,162488,56700.675077,Event_SetThumbnailForReview,Information,UIEvent,True,Im,Applications,SetThumbnailForReview,ThumbnailOperations
1211,162654,56700.798192,Event_Set_GridView,Information,UIEvent,True,Workflow,Applications,GridView,UserWorkflowControls
1212,162683,56700.862043,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1213,162741,56760.106932,Event_Do_EndExam,Information,UIEvent,True,StudyManagement,Applications,EndExamState,EndExam
1214,162756,56760.176475,Event_Confirm_EndExam,Information,UIEvent,True,StudyManagement,Applications,ConfirmEndExam,DialogEventsData
1215,162779,56760.208109,Event_Save_DefaultStudy,Information,UIEvent,True,StudyManagement,Applications,SaveAndStartNewExam,DialogEventsData
1216,162824,56760.277875,Event_Set_PatientDataEntry,Information,UIEvent,True,Workflow,Applications,Patient,UserWorkflowControls
1217,162825,56760.28758,TSP activated,Information,TspUsage,False,NA,NA,NA,NA
1218,162952,56760.383824,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1219,163064,56760.884379,Event_Set_TDI,Information,UIEvent,True,WorkflowImagingModes,Applications,TDI,ActiveMode
1220,163158,56820.155401,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1221,163228,56820.175886,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1222,163275,56820.407336,Event_SetImagingPage_Measurement,Information,UIEvent,True,WorkflowArbitrations,Applications,Measurement,ActivePage
1223,163308,56820.430451,Event_Set_RaPressure,Information,UIEvent,True,ImagingAppDisplay,Applications,RaPressure,MeasToolsAvailability
1224,163407,56820.545008,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1225,163446,56820.572129,Event_End_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EndMeasurement,MeasToolsActiveState
1226,163526,56820.698715,Event_Set_RaPressure,Information,UIEvent,True,ImagingAppDisplay,Applications,RaPressure,MeasToolsAvailability
1227,163619,56820.766997,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1228,163654,56820.790609,Event_Cancel_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,CancelMeasurement,MeasToolsActiveState
1229,163690,56820.873376,Event_Erase_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EraseMeasurement,MeasToolsActiveState
1230,163724,56820.896012,Event_Set_RaPressure,Information,UIEvent,True,ImagingAppDisplay,Applications,RaPressure,MeasToolsAvailability
1231,163777,56820.986204,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1232,163911,56880.286957,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1233,163963,56880.520646,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1234,164026,56880.760893,Event_Set_Color,Information,UIEvent,True,WorkflowImagingModes,Applications,Color,ActiveMode
1235,164126,56940.037798,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1236,164196,56940.062178,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1237,164243,56940.29402,Event_SetImagingPage_Measurement,Information,UIEvent,True,WorkflowArbitrations,Applications,Measurement,ActivePage
1238,164276,56940.31751,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1239,164371,56940.537191,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1240,164406,56940.562724,Event_End_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EndMeasurement,MeasToolsActiveState
1241,164462,56940.67528,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1242,164561,56940.877666,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1243,164596,56940.905588,Event_Cancel_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,CancelMeasurement,MeasToolsActiveState
1244,164629,56940.933087,Event_Erase_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EraseMeasurement,MeasToolsActiveState
1245,164663,56940.95875,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1246,164716,57000.086725,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1247,164850,57000.383154,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1248,164902,57000.615954,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1249,164965,57000.854825,Event_Set_Color,Information,UIEvent,True,WorkflowImagingModes,Applications,Color,ActiveMode
1250,165073,57060.666168,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1251,165143,57060.686787,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1252,165190,57060.9154,Event_SetImagingPage_Measurement,Information,UIEvent,True,WorkflowArbitrations,Applications,Measurement,ActivePage
1253,165223,57060.939817,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1254,165318,57120.159915,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1255,165353,57120.184176,Event_End_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,EndMeasurement,MeasToolsActiveState
1256,165409,57120.282345,Event_Set_ColorAliasVelocity,Information,UIEvent,True,ImagingAppDisplay,Applications,ColorAliasVelocity,MeasToolsAvailability
1257,165502,57120.481059,Event_Set_ManualEntryMeasValue,Information,UIEvent,True,ImagingAppDisplay,Applications,ManualEntryMeasValue,ManualEntryMeas
1258,165537,57120.506155,Event_Cancel_Measurement,Information,UIEvent,True,ImagingAppDisplay,Applications,CancelMeasurement,MeasToolsActiveState
1259,165581,57120.548798,Event_Acquire2,Information,UIEvent,True,Im,Applications,Acquire2,ImageAcquire
1260,165670,57120.796685,Event_Acquire2,Information,UIEvent,True,Im,Applications,Acquire2,ImageAcquire
1261,165713,57180.02936,Event_Set_GridView,Information,UIEvent,True,Workflow,Applications,GridView,UserWorkflowControls
1262,165760,57180.064179,Event_SetThumbnailForReview,Information,UIEvent,True,Im,Applications,SetThumbnailForReview,ThumbnailOperations
1263,165924,57180.186155,Event_Set_GridView,Information,UIEvent,True,Workflow,Applications,GridView,UserWorkflowControls
1264,165953,57180.249925,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1265,166011,57180.494409,Event_Do_EndExam,Information,UIEvent,True,StudyManagement,Applications,EndExamState,EndExam
1266,166026,57180.551623,Event_Confirm_EndExam,Information,UIEvent,True,StudyManagement,Applications,ConfirmEndExam,DialogEventsData
1267,166049,57180.585907,Event_Save_DefaultStudy,Information,UIEvent,True,StudyManagement,Applications,SaveAndStartNewExam,DialogEventsData
1268,166094,57180.66357,Event_Set_PatientDataEntry,Information,UIEvent,True,Workflow,Applications,Patient,UserWorkflowControls
1269,166095,57180.673268,TSP activated,Information,TspUsage,False,NA,NA,NA,NA
1270,166222,57180.777955,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1271,166358,57360.457593,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1272,166442,57360.719876,Event_Reset_ImagingMode,Information,UIEvent,True,Workflow,Applications,ResetImagingMode,UserWorkflowControls
1273,166568,57360.992564,Event_Publish_PlayMode,Information,UIEvent,False,NA,NA,NA,NA
1274,166647,57420.014012,Event_Set_RwaveBeepMute0,Information,UIEvent,True,ImagingAppDisplay,Applications,RwaveBeepMute,PhysioAudio
1275,166728,57420.0355,Event_Set_RwaveBeepVolume0,Information,UIEvent,True,ImagingAppDisplay,Applications,RwaveBeepVolume,PhysioAudio
1276,166771,57420.048835,Event_Set_RwaveBeepMute0,Information,UIEvent,True,ImagingAppDisplay,Applications,RwaveBeepMute,PhysioAudio
1277,166815,57420.06225,Event_Set_RwaveBeepMute0,Information,UIEvent,True,ImagingAppDisplay,Applications,RwaveBeepMute,PhysioAudio
1278,166917,57420.087842,Event_Step_SweepSpeedLevel0,Information,UIEvent,True,ImagingAppDisplay,Applications,SweepSpeed,PartDisplay
1279,166956,57420.100739,Event_Set_Ecg,Information,UIEvent,True,ImagingAppAcquisition,Applications,Ecg,PhysioAcquisition
1280,167024,57420.359174,Event_Set_Ecg,Information,UIEvent,True,ImagingAppAcquisition,Applications,Ecg,PhysioAcquisition
1281,167140,57420.633295,Event_Set_EcgGainPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,EcgGainPercentage,PhysioPostProcess
1282,167237,57420.657961,Event_Set_EcgVerticalOffsetPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,EcgVerticalOffsetPercentage,PhysioPostProcess
1283,167286,57420.67291,Event_Set_EcgInvert0,Information,UIEvent,True,ImagingAppDisplay,Applications,EcgInvert,PhysioPostProcess
1284,167338,57420.687198,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1285,167443,57420.935952,Event_Set_EcgGainPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,EcgGainPercentage,PhysioPostProcess
1286,167540,57420.96162,Event_Set_EcgVerticalOffsetPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,EcgVerticalOffsetPercentage,PhysioPostProcess
1287,167589,57420.974468,Event_Set_EcgInvert0,Information,UIEvent,True,ImagingAppDisplay,Applications,EcgInvert,PhysioPostProcess
1288,167617,57420.981827,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1289,167762,57480.255987,Event_Set_Chan1Type,Information,UIEvent,True,ImagingAppAcquisition,Applications,Chan1,PhysioAcquisition
1290,167886,57480.526066,Event_Set_Aux1GainPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux1GainPercentage,PhysioPostProcess
1291,167983,57480.549825,Event_Set_Aux1VerticalOffsetPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux1VerticalOffsetPercentage,PhysioPostProcess
1292,168032,57480.56582,Event_Set_Aux1Invert0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux1Invert,PhysioPostProcess
1293,168084,57480.580929,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1294,168189,57480.827401,Event_Set_Aux1GainPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux1GainPercentage,PhysioPostProcess
1295,168286,57480.849835,Event_Set_Aux1VerticalOffsetPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux1VerticalOffsetPercentage,PhysioPostProcess
1296,168335,57480.864704,Event_Set_Aux1Invert0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux1Invert,PhysioPostProcess
1297,168363,57480.872391,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1298,168437,57540.114199,Event_Set_Chan1Type,Information,UIEvent,True,ImagingAppAcquisition,Applications,Chan1,PhysioAcquisition
1299,168531,57540.380879,Event_Set_Chan1Type,Information,UIEvent,True,ImagingAppAcquisition,Applications,Chan1,PhysioAcquisition
1300,168655,57540.654852,Event_Set_Aux2GainPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux2GainPercentage,PhysioPostProcess
1301,168752,57540.680126,Event_Set_Aux2VerticalOffsetPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux2VerticalOffsetPercentage,PhysioPostProcess
1302,168801,57540.6952,Event_Set_Aux2Invert0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux2Invert,PhysioPostProcess
1303,168853,57540.710152,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1304,168958,57540.95649,Event_Set_Aux2GainPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux2GainPercentage,PhysioPostProcess
1305,169055,57540.98114,Event_Set_Aux2VerticalOffsetPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux2VerticalOffsetPercentage,PhysioPostProcess
1306,169104,57540.994021,Event_Set_Aux2Invert0,Information,UIEvent,True,ImagingAppDisplay,Applications,Aux2Invert,PhysioPostProcess
1307,169132,57600.000753,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1308,169220,57600.246739,Event_Set_Chan1Type,Information,UIEvent,True,ImagingAppAcquisition,Applications,Chan1,PhysioAcquisition
1309,169312,57600.508754,Event_Set_Respiration,Information,UIEvent,True,ImagingAppAcquisition,Applications,Respiration,PhysioAcquisition
1310,169428,57600.781048,Event_Set_RespirationGainPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,RespirationGainPercentage,PhysioPostProcess
1311,169525,57600.806209,Event_Set_RespirationVerticalOffsetPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,RespirationVerticalOffsetPercentage,PhysioPostProcess
1312,169574,57600.819997,Event_Set_RespirationInvert0,Information,UIEvent,True,ImagingAppDisplay,Applications,RespirationInvert,PhysioPostProcess
1313,169626,57600.83542,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1314,169731,57660.075134,Event_Set_RespirationGainPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,RespirationGainPercentage,PhysioPostProcess
1315,169828,57660.09973,Event_Set_RespirationVerticalOffsetPercentage0,Information,UIEvent,True,ImagingAppDisplay,Applications,RespirationVerticalOffsetPercentage,PhysioPostProcess
1316,169877,57660.113617,Event_Set_RespirationInvert0,Information,UIEvent,True,ImagingAppDisplay,Applications,RespirationInvert,PhysioPostProcess
1317,169905,57660.121874,Event_Set_Freeze,Information,UIEvent,True,Im,Applications,ImageAcquisition,ImagingPipelineState
1318,169971,57660.365189,Event_Set_DualAcquisitionMode,Information,UIEvent,True,WorkflowImagingControls,Applications,DualAcquisitionMode,MultiPartAcquisition
1319,170015,57660.393497,Event_Step_ActiveMultiPart,Information,UIEvent,True,WorkflowImagingControls,Applications,ActivePart,MultiPartAcquisition
1320,170056,57660.483358,Event_Set_Ecg,Information,UIEvent,True,ImagingAppAcquisition,Applications,Ecg,PhysioAcquisition
1321,170131,57660.715653,Event_Set_Ecg,Information,UIEvent,True,ImagingAppAcquisition,Applications,Ecg,PhysioAcquisition
1322,170247,57720.007302,Event_Set_EcgGainPercentage1,Information,UIEvent,True,ImagingAppDisplay,Applications,EcgGainPercentage,PhysioPostProcess
